Cheat Probability,Global Cheat
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.020000000000000004,0
0.030000000000000006,0
0.04000000000000001,0
0.05000000000000001,0
0.06000000000000001,0
0.07,0
0.08000000000000002,0
0.09000000000000002,0
0.10000000000000003,0
0.11000000000000004,0
0.12000000000000005,0
0.13000000000000006,0
0.14000000000000007,0
0.15000000000000008,0
0.1600000000000001,0
0.1700000000000001,0
0.1800000000000001,0
0.1900000000000001,0
0.20000000000000012,0
0.21000000000000013,0
0.20792079207920805,0
0.21792079207920806,0
0.22792079207920807,0
0.22566415057347333,0
0.22342985205294388,0
0.22121767529994443,0
0.21902740128707368,0
0.2168588131555185,0
0.21471169619358266,0
0.21258583781542836,0
0.2104810275400281,0
0.20839705697032485,0
0.20633371977259884,0
0.20429081165603846,0
0.20226813035251331,0
0.20026547559654784,0
0.1982826491054929,0
0.2082826491054929,0
0.20622044465890388,0
0.20417865807812266,0
0.20215708720606204,0
0.20015553188719015,0
0.19817379394771303,0
0.1962116771759535,0
0.19426898730292425,0
0.19234553198309332,0
0.19044112077533992,0
0.18855556512409893,0
0.20855556512409895,0
0.20649065853871182,0
0.204446196572982,0
0.20242197680493265,0
0.200417798816765,0
0.19843346417501484,0
0.1964687764109058,0
0.19452354100089683,0
0.19259756534742262,0
0.19069065875982438,0
0.18880263243546969,0
0.1869332994410591,0
0.18508247469411793,0
0.1832499749446712,0
0.1814356187571002,0
0.17963922649217842,0
0.17786062028928556,0
0.1760996240487976,0
0.17435606341465107,0
0.17262976575708028,0
0.17092056015552504,0
0.16922827738170795,0
0.16755274988287916,0
0.18755274988287918,0
0.2075527498828792,0
0.2275527498828792,0
0.24755274988287923,0
0.26755274988287925,0
0.28755274988287927,0
0.3075527498828793,0
0.3275527498828793,0
0.3475527498828793,0
0.36755274988287934,0
0.38755274988287935,0
0.4075527498828794,0
0.4275527498828794,0
0.4475527498828794,0
0.4675527498828794,0
0.48755274988287944,0
0.5075527498828795,0
0.5275527498828795,0
0.5475527498828795,0
0.5675527498828795,0
0.5875527498828795,0
0.6075527498828796,1
0.6625527498828796,1
0.7175527498828796,1
0.7725527498828797,1
0.8275527498828797,1
0.8825527498828798,1
0.9375527498828798,1
0.9925527498828799,1
1.0475527498828798,1
0.65,1
0.7050000000000001,1
0.7600000000000001,1
0.8150000000000002,1
0.8700000000000002,1
0.9250000000000003,1
0.9800000000000003,1
1.0350000000000004,1
0.65,1
0.7050000000000001,1
0.7600000000000001,1
0.8150000000000002,1
0.8700000000000002,1
0.9250000000000003,1
0.9800000000000003,1
1.0350000000000004,1
0.65,1
0.7050000000000001,1
0.7600000000000001,1
0.8150000000000002,1
0.8700000000000002,1
0.9250000000000003,1
0.9800000000000003,1
1.0350000000000004,1
0.65,1
0.7050000000000001,1
0.7600000000000001,1
0.8150000000000002,1
0.8700000000000002,1
0.9250000000000003,1
0.9800000000000003,1
1.0350000000000004,1
0.65,1
0.7050000000000001,1
0.7600000000000001,1
0.8150000000000002,1
0.8700000000000002,1
0.9250000000000003,1
0.9800000000000003,1
1.0350000000000004,1
0.65,1
0.7050000000000001,1
0.7600000000000001,1
0.8150000000000002,1
0.8700000000000002,1
0.9250000000000003,1
0.9800000000000003,1
1.0350000000000004,1
0.65,1
0.7050000000000001,1
0.7600000000000001,1
0.8150000000000002,1
0.8700000000000002,1
0.9250000000000003,1
0.9800000000000003,1
1.0350000000000004,1
0.65,1
0.7050000000000001,1
0.7600000000000001,1
0.8150000000000002,1
0.8700000000000002,1
0.9250000000000003,1
0.9800000000000003,1
1.0350000000000004,1
0.65,1
0.7050000000000001,1
0.7600000000000001,1
0.8150000000000002,1
0.8700000000000002,1
0.9250000000000003,1
0.9800000000000003,1
1.0350000000000004,1
0.65,1
0.7050000000000001,1
0.7600000000000001,1
0.8150000000000002,1
0.8700000000000002,1
0.9250000000000003,1
0.9800000000000003,1
1.0350000000000004,1
0.65,1
0.6435643564356436,1
0.6371924321144986,1
0.6971924321144987,1
0.7571924321144987,1
0.8171924321144988,1
0.8771924321144988,1
0.8685073585292068,1
0.8599082757714919,1
0.8513943324470217,1
0.8429646855911106,1
0.834618500585258,1
0.8263549510745128,1
0.8181732188856563,1
0.8100724939461944,1
0.8020519742041529,1
0.7941108655486662,1
0.7862483817313526,1
0.7784637442884679,1
0.7707561824638296,1
0.7631249331325045,1
0.755569240725252,1
0.7480883571537148,1
0.7406815417363513,1
0.7333480611251002,1
0.7260871892327725,1
0.7188982071611609,1
0.7117804031298623,1
0.7047330724058043,1
0.6977555172334696,1
0.6908470467658115,1
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.019900990099009905,0
0.029900990099009907,0
0.03990099009900991,0
0.04990099009900991,0
0.05990099009900991,0
0.06990099009900991,0
0.07990099009900992,0
0.07910989118713853,0
0.07832662493776092,0
0.07755111379976329,0
0.07678328098986464,0
0.0760230504850145,0
0.07527034701486583,0
0.0745250960543226,0
0.07378722381616099,0
0.07305665724372375,0
0.07233332400368687,0
0.0716171524788979,0
0.07090807176128505,0
0.07020601164483668,0
0.06951090261865019,0
0.06882267586004968,0
0.06814126322777196,0
0.06746659725521977,0
0.06679861114378194,0
0.06613723875621974,0
0.06548241461011856,0
0.06483407387140451,0
0.06419215234792526,0
0.07419215234792526,0
0.08419215234792526,0
0.09419215234792527,0
0.10419215234792528,0
0.11419215234792529,0
0.1241921523479253,0
0.1341921523479253,0
0.14419215234792532,0
0.15419215234792533,0
0.16419215234792534,0
0.17419215234792534,0
0.18419215234792535,0
0.19419215234792536,0
0.20419215234792537,0
0.21419215234792538,0
0.2241921523479254,0
0.2341921523479254,0
0.2441921523479254,0
0.2541921523479254,0
0.2641921523479254,0
0.27419215234792543,0
0.28419215234792544,0
0.29419215234792545,0
0.29127935876032224,0
0.2883954047131903,0
0.28554000466652507,0
0.2827128759074506,0
0.2799137385222283,0
0.27714231536854284,0
0.2743983320480622,0
0.2716815168792695,0
0.26899160087056384,0
0.2663283176936276,0
0.263691403657057,0
0.2610805976802545,0
0.2584956412675787,0
0.2559362784827512,0
0.253402255923516,0
0.2508933226965505,0
0.24840923039262428,0
0.24594973306200424,0
0.24351458719010322,0
0.24110355167336953,0
0.23871638779541537,0
0.23635285920338156,0
0.2340127318845362,0
0.23169577414310513,0
0.2294017565773318,0
0.22713045205676416,0
0.2248816356997665,0
0.22265508485125396,0
0.2204505790606475,0
0.218267900060047,0
0.2161068317426208,0
0.2139671601412087,0
0.21184867340713734,0
0.20975116178924488,0
0.20767441761311375,0
0.20561823526050865,0
0.20358241114901846,0
0.20156674371189945,0
0.19957103337811827,0
0.19759508255259234,0
0.19563869559662608,0
0.19370167880854067,0
0.1917838404044957,0
0.1898849904995007,0
0.18800494108861454,0
0.18614350602833124,0
0.18430050101814974,0
0.18247574358232646,0
0.1806690530518084,0
0.17888025054634493,0
0.17710915895677715,0
0.17535560292750213,0
0.173619408839111,0
0.171900404791199,0
0.17019842058534554,0
0.1685132877082629,0
0.1668448393151118,0
0.16519291021298196,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.030000000000000006,0
0.05000000000000001,0
0.07,0
0.09000000000000001,0
0.11000000000000001,0
0.009900990099009901,0
0.13,0
0.01,0
0.12871287128712872,0
0.009900990099009901,0
0.1274384864228997,0
0.01,0
0.12617671923059376,0
0.009900990099009901,0
0.01,0
0.13617671923059377,0
0.009900990099009901,0
0.134828434881776,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.13349349988294654,0
0.01,0
0.14349349988294655,0
0.009900990099009901,0
0.15349349988294655,0
0.01,0
0.16349349988294656,0
0.009900990099009901,0
0.01,0
0.17349349988294657,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.029900990099009907,0
0.009900990099009901,0
0.04990099009900991,0
0.01,0
0.009900990099009901,0
0.06990099009900991,0
0.01,0
0.08990099009900991,0
0.009900990099009901,0
0.10990099009900992,0
0.01,0
0.1299009900990099,0
0.009900990099009901,0
0.14990099009900992,0
0.01,0
0.16990099009900994,0
0.009900990099009901,0
0.18990099009900996,0
0.01,0
0.20490099009900997,0
0.009900990099009901,0
0.21990099009900999,0
0.01,0
0.23490099009901,0
0.009900990099009901,0
0.24490099009901,0
0.01,0
0.242476227820802,0
0.009900990099009901,0
0.24007547308990296,0
0.01,0
0.23769848820782472,0
0.009900990099009901,0
0.23534503782952942,0
0.01,0
0.009900990099009901,0
0.23301488894012815,0
0.01,0
0.23070781083181005,0
0.009900990099009901,0
0.22842357508100006,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.009900990099009901,0
0.01,0
0.01,0
0.009900990099009901,0
0.009900990099009901,0
0.01,0
0.01,0
